GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,CustomizedCrosspointsAPI.PathPattern,10,0,0,0,1,0,1,0,1,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,CustomizedPathsAPI.Step,88,0,0,0,13,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,TraverserAPI.Step,42,0,0,0,6,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,CountAPI.CountRequest,36,0,0,0,5,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,AllShortestPathsAPI,179,0,12,0,30,0,9,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,PersonalRankAPI,238,0,24,0,27,0,15,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,MultiNodeShortestPathAPI.Request,52,0,0,0,8,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,TraverserAPI,83,0,8,0,13,0,7,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,CustomTaskManager.CustomTask,20,0,0,0,5,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,kkneighborAPI,133,0,2,0,22,0,4,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,KoutAPI,434,0,36,0,68,0,22,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,PathsAPI.Request,76,0,0,0,11,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,AdamicAdarAPI,85,0,2,0,12,0,3,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,JaccardSimilarityAPI.Request,38,0,0,0,7,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,PathsAPI,333,0,14,0,50,0,11,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,CustomTaskManager,17,0,0,0,7,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,FusiformSimilarityAPI,274,0,24,0,35,0,15,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,kkneighborAPI.Request,70,0,0,0,10,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,RaysAPI,155,0,10,0,27,0,8,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,SameNeighborsAPI,203,0,8,0,36,0,8,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.traversers,NeighborRankAPI,160,0,12,0,23,0,10,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.schema,EdgeLabelAPI,193,0,8,0,37,0,11,0,7,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.schema,IndexLabelAPI.JsonIndexLabel,258,0,32,0,34,0,21,0,5,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.schema,VertexLabelAPI.JsonVertexLabel,195,0,26,0,33,0,16,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.schema,PropertyKeyAPI.JsonPropertyKey,156,0,22,0,24,0,14,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.schema,EdgeLabelAPI.JsonEdgeLabel,221,0,30,0,37,0,18,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.schema,VertexLabelAPI,193,0,8,0,39,0,11,0,7,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.schema,SchemaAPI,53,0,0,0,11,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.schema,IndexLabelAPI,237,0,12,0,47,0,15,0,9,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.schema,PropertyKeyAPI,232,0,10,0,46,0,12,0,7,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.core,GraphManager,1396,0,104,0,316,0,103,0,51,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.serializer,JsonSerializer,702,0,56,0,163,0,58,0,30,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.serializer,Serializer,8,0,0,0,1,0,1,0,1,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.gremlin,GremlinQueryAPI,156,0,20,0,36,0,15,0,5,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.gremlin,GremlinClient,109,0,4,0,19,0,5,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.gremlin,AbstractJerseyRestClient,149,0,10,0,40,0,12,0,7,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.gremlin,GremlinAPI,61,0,0,0,17,0,4,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.gremlin,AbstractJerseyRestClient.ConfigBuilder,43,0,0,0,10,0,4,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,ExceptionFilter.TracedExceptionAPI,16,0,0,0,4,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,LoadDetectFilter,135,0,10,0,30,0,10,0,5,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,CompressInterceptor,104,0,8,0,26,0,9,0,5,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,ExceptionFilter.TracedExceptionMapper,25,0,4,0,8,0,5,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,RedirectFilterDynamicFeature,13,0,2,0,5,0,3,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,ExceptionFilter.AssertionErrorMapper,13,0,0,0,5,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,PathFilter,9,0,0,0,3,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,RedirectFilter,226,0,28,0,63,0,19,0,5,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,ExceptionFilter.NoSuchElementExceptionMapper,14,0,0,0,5,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,AccessLogFilter,165,0,20,0,31,0,16,0,6,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,DecompressInterceptor,26,0,2,0,6,0,3,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,ExceptionFilter.NotFoundExceptionMapper,14,0,0,0,5,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,LoadReleaseFilter,16,0,2,0,6,0,3,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,ExceptionFilter.WebApplicationExceptionMapper,46,0,6,0,13,0,6,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,AuthenticationFilter.Authorizer,198,0,20,0,42,0,20,0,10,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,ExceptionFilter.UnknownExceptionMapper,30,0,4,0,8,0,4,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,StatusFilter,34,0,6,0,7,0,5,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,AuthenticationFilter.Authorizer.UserPrincipal,27,0,0,0,5,0,5,0,5,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,ExceptionFilter,170,0,20,0,40,0,14,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,ExceptionFilter.HugeExceptionMapper,14,0,0,0,5,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,ExceptionFilter.HugeGremlinExceptionMapper,15,0,0,0,6,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,AuthenticationFilter,286,0,36,0,65,0,23,0,5,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.api.filter,ExceptionFilter.IllegalArgumentExceptionMapper,14,0,0,0,5,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.config,ServerOptions,324,0,2,0,78,0,3,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,StandardAuthenticator.TokenSaslAuthenticator,136,0,18,0,29,0,14,0,5,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,HugeGraphAuthProxy.ContextTask,18,0,0,0,8,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,ContextGremlinServer,314,0,10,0,71,0,17,0,12,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,HugeGraphAuthProxy.AuthManagerProxy,827,0,20,0,187,0,71,0,61,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,HugeGraphAuthProxy.TaskSchedulerProxy,253,0,12,0,63,0,31,0,25,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,HugeGraphAuthProxy.TraversalStrategyProxy,87,0,6,0,24,0,13,0,10,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,HugeGraphAuthProxy.VariablesProxy,49,0,0,0,13,0,5,0,5,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,HugeFactoryAuthProxy,4110,0,28,0,198,0,22,0,8,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,HugeGraphAuthProxy.Context,20,0,0,0,7,0,4,0,4,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,HugeAuthenticator.User.UserJson,3,0,0,0,1,0,1,0,1,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,HugeGraphAuthProxy,1555,0,60,0,373,0,183,0,153,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,HugeAuthenticator.RequiredPerm,210,0,14,0,38,0,19,0,12,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,HugeAuthenticator,158,0,14,0,38,0,13,0,6,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,HugeGraphAuthProxy.ContextThreadPoolExecutor,18,0,0,0,4,0,2,0,2,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,WsAndHttpBasicAuthHandler.HttpBasicAuthHandler,154,0,12,0,46,0,9,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,HugeGraphAuthProxy.TraversalStrategiesProxy,93,0,6,0,20,0,11,0,8,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,ConfigAuthenticator,111,0,8,0,23,0,12,0,8,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,HugeAuthenticator.User,161,0,16,0,40,0,21,0,13,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,HugeAuthenticator.RolePerm,210,0,40,0,67,0,30,0,10,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,WsAndHttpBasicAuthHandler,70,0,10,0,17,0,8,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,StandardAuthenticator,358,0,32,0,91,0,28,0,12,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.auth,HugeGraphAuthProxy.GraphTraversalSourceProxy,23,0,0,0,7,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.define,WorkLoad,30,0,0,0,11,0,6,0,6,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.define,UpdateStrategy,202,0,20,0,30,0,16,0,6,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.define,UpdateStrategy.new UpdateStrategy() {...},35,0,8,0,5,0,7,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.define,UpdateStrategy.new UpdateStrategy() {...},35,0,8,0,5,0,7,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.define,UpdateStrategy.new UpdateStrategy() {...},16,0,0,0,4,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.define,UpdateStrategy.new UpdateStrategy() {...},16,0,0,0,4,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.define,UpdateStrategy.new UpdateStrategy() {...},40,0,4,0,7,0,5,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.define,Checkable,4,0,0,0,2,0,1,0,1,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.define,UpdateStrategy.new UpdateStrategy() {...},19,0,0,0,5,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.define,UpdateStrategy.new UpdateStrategy() {...},19,0,0,0,5,0,3,0,3,0
hugegraph-test/hugegraph-api,org.apache.hugegraph.define,UpdateStrategy.new UpdateStrategy() {...},9,0,0,0,3,0,3,0,3,0
hugegraph-test/hugegraph-cassandra,com.datastax.driver.core.querybuilder,Clauses.AndClause,6,0,0,0,2,0,1,0,1,0
hugegraph-test/hugegraph-cassandra,com.datastax.driver.core.querybuilder,Clauses.BinClause,54,0,4,0,14,0,7,0,5,0
hugegraph-test/hugegraph-cassandra,com.datastax.driver.core.querybuilder,Clauses,25,0,4,0,4,0,6,0,4,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.RangeIndex,128,0,12,0,34,0,16,0,10,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraFeatures,45,0,0,0,22,0,22,0,22,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraSessionPool.Session,246,0,30,0,60,0,35,0,20,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraMetrics,779,0,24,0,147,0,28,0,16,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.OlapRangeLongIndex,15,0,0,0,5,0,3,0,3,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.RangeDoubleIndex,11,0,0,0,4,0,3,0,3,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraShard.SplitCallable,148,0,16,0,27,0,10,0,2,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraEntryIterator,350,0,54,0,69,0,35,0,8,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraSerializer,364,0,32,0,83,0,36,0,20,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTable,1427,0,136,0,296,0,120,0,47,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.OlapRangeIntIndex,15,0,0,0,5,0,3,0,3,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.OlapRangeDoubleIndex,15,0,0,0,5,0,3,0,3,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraSessionPool,202,0,24,0,40,0,21,0,9,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.ShardIndex,16,0,0,0,5,0,4,0,4,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables,63,0,6,0,19,0,6,0,3,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.SearchIndex,14,0,0,0,4,0,3,0,3,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraStore,1179,0,128,0,280,0,110,0,43,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.Olap,58,0,0,0,16,0,6,0,6,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.OlapSecondaryIndex,15,0,0,0,5,0,3,0,3,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.SecondaryIndex,210,0,16,0,51,0,18,0,10,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.OlapRangeFloatIndex,15,0,0,0,5,0,3,0,3,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.PropertyKey,54,0,0,0,19,0,3,0,3,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.RangeFloatIndex,11,0,0,0,4,0,3,0,3,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraBackendEntry,21,0,0,0,8,0,4,0,4,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraShard,441,0,30,0,82,0,26,0,11,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.UniqueIndex,14,0,0,0,4,0,3,0,3,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraStore.CassandraSchemaStore,75,0,0,0,18,0,5,0,5,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.IndexLabel,51,0,0,0,18,0,3,0,3,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.Edge,502,0,42,0,111,0,41,0,20,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.RangeLongIndex,11,0,0,0,4,0,3,0,3,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraStore.CassandraGraphStore,254,0,6,0,46,0,12,0,9,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.Meta,80,0,2,0,23,0,6,0,5,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraStore.CassandraSystemStore,53,0,0,0,14,0,4,0,4,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraStoreProvider,35,0,0,0,7,0,7,0,7,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.EdgeLabel,72,0,0,0,24,0,3,0,3,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.RangeIntIndex,11,0,0,0,4,0,3,0,3,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraOptions,147,0,2,0,29,0,3,0,2,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.VertexLabel,66,0,0,0,22,0,3,0,3,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.Counters,81,0,2,0,23,0,6,0,5,0
hugegraph-test/hugegraph-cassandra,org.apache.hugegraph.backend.store.cassandra,CassandraTables.Vertex,60,0,0,0,19,0,5,0,5,0
hugegraph-test/hugegraph-scylladb,org.apache.hugegraph.backend.store.scylladb,ScyllaDBTablesWithMV.IndexLabel,37,0,2,0,10,0,5,0,4,0
hugegraph-test/hugegraph-scylladb,org.apache.hugegraph.backend.store.scylladb,ScyllaDBTablesWithMV.VertexLabel,37,0,2,0,10,0,5,0,4,0
hugegraph-test/hugegraph-scylladb,org.apache.hugegraph.backend.store.scylladb,ScyllaDBTablesWithMV.Edge,133,0,4,0,25,0,12,0,10,0
hugegraph-test/hugegraph-scylladb,org.apache.hugegraph.backend.store.scylladb,ScyllaDBStoreProvider,139,0,6,0,31,0,9,0,6,0
hugegraph-test/hugegraph-scylladb,org.apache.hugegraph.backend.store.scylladb,ScyllaDBTablesWithMV.PropertyKey,37,0,2,0,10,0,5,0,4,0
hugegraph-test/hugegraph-scylladb,org.apache.hugegraph.backend.store.scylladb,ScyllaDBTablesWithMV,115,0,12,0,21,0,14,0,8,0
hugegraph-test/hugegraph-scylladb,org.apache.hugegraph.backend.store.scylladb,ScyllaDBFeatures,7,0,0,0,3,0,3,0,3,0
hugegraph-test/hugegraph-scylladb,org.apache.hugegraph.backend.store.scylladb,ScyllaDBStoreProvider.ScyllaDBSchemaStore,39,0,0,0,8,0,3,0,3,0
hugegraph-test/hugegraph-scylladb,org.apache.hugegraph.backend.store.scylladb,ScyllaDBStoreProvider.ScyllaDBGraphStore,32,0,0,0,9,0,3,0,3,0
hugegraph-test/hugegraph-scylladb,org.apache.hugegraph.backend.store.scylladb,ScyllaDBStoreProvider.ScyllaDBSystemStore,15,0,0,0,4,0,3,0,3,0
hugegraph-test/hugegraph-scylladb,org.apache.hugegraph.backend.store.scylladb,ScyllaDBTablesWithMV.EdgeLabel,37,0,2,0,10,0,5,0,4,0
hugegraph-test/hugegraph-scylladb,org.apache.hugegraph.backend.store.scylladb,ScyllaDBMetrics,77,0,0,0,15,0,2,0,2,0
hugegraph-test/hugegraph-scylladb,org.apache.hugegraph.backend.store.scylladb,ScyllaDBTablesWithMV.Vertex,69,0,2,0,15,0,5,0,4,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdbsst,RocksDBSstStore.RocksDBSstGraphStore,110,0,0,0,19,0,5,0,5,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdbsst,RocksDBSstStore,29,0,2,0,5,0,3,0,2,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdbsst,RocksDBSstStoreProvider,13,0,0,0,3,0,3,0,3,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdbsst,RocksDBSstSessions,347,0,18,0,73,0,34,0,25,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdbsst,RocksDBSstSessions.SstSession,234,0,24,0,55,0,36,0,24,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBSessions.Session,19,0,2,0,3,0,4,0,3,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBIngester.SuffixFileVisitor,27,0,2,0,8,0,4,0,3,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBMetrics,410,0,12,0,92,0,18,0,12,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBIngester,103,0,8,0,24,0,8,0,4,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBStdSessions.MgetIterator,96,0,10,0,23,0,10,0,5,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.Meta,57,0,2,0,17,0,5,0,4,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBStore.RocksDBGraphStore,306,0,6,0,49,0,12,0,9,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.OlapRangeLongIndex,15,0,0,0,5,0,3,0,3,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.OlapRangeIntIndex,15,0,0,0,5,0,3,0,3,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBIteratorPool,198,0,18,0,52,0,19,0,10,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBSessions,14,0,0,0,2,0,1,0,1,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBStdSessions,1529,0,82,0,311,0,75,0,34,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.OlapTable,19,0,0,0,5,0,4,0,4,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.VertexLabel,9,0,0,0,3,0,2,0,2,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,OpenedRocksDB.CFHandle,162,0,20,0,33,0,18,0,8,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.OlapRangeFloatIndex,15,0,0,0,5,0,3,0,3,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.Vertex,19,0,0,0,5,0,4,0,4,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBStoreProvider,107,0,0,0,20,0,9,0,9,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.RangeIntIndex,9,0,0,0,3,0,2,0,2,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBOptions,989,0,2,0,202,0,3,0,2,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTable,644,0,84,0,122,0,70,0,28,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.SecondaryIndex,9,0,0,0,3,0,2,0,2,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBStdSessions.ScanIterator,430,0,84,0,90,0,54,0,12,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.IndexLabel,9,0,0,0,3,0,2,0,2,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.SearchIndex,9,0,0,0,3,0,2,0,2,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBStdSessions.StdSession,527,0,36,0,124,0,44,0,26,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBStore,1940,0,181,0,451,0,151,0,58,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.OlapSecondaryIndex,15,0,0,0,5,0,3,0,3,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.RangeIndex,142,0,18,0,39,0,14,0,3,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.OlapRangeDoubleIndex,15,0,0,0,5,0,3,0,3,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.RangeDoubleIndex,9,0,0,0,3,0,2,0,2,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.VertexLabelIndex,9,0,0,0,3,0,2,0,2,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.PropertyKey,9,0,0,0,3,0,2,0,2,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBFeatures,49,0,0,0,24,0,24,0,24,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.ShardIndex,9,0,0,0,3,0,2,0,2,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBTables.SchemaTable,43,0,4,0,12,0,5,0,3,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,OpenedRocksDB,176,0,8,0,41,0,16,0,12,0
hugegraph-test/hugegraph-rocksdb,org.apache.hugegraph.backend.store.rocksdb,RocksDBIteratorPool.ReusedRocksIterator,38,0,4,0,12,0,6,0,4,0
